Index,Forme erronée,Forme correcte,Lemme,Phrase ou syntagme,Type de l'erreur,Texte,Corpus
2696,ducou,du coup,du coup,<err>ducou</err> il parta avec la voiture en direction la plage,segmentation,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2697,,,,,lettre muette,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2698,parta,partit,partir,ducou il <err>parta</err> avec la voiture en direction la plage,conjugaison,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2699,,de,de,ducou il parta avec la voiture en direction <err>[de]</err> la plage,omission mot,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2700,quelque,quelques,quelque,mais <err>quelque</err> métres plus loin il tonba en panne,accord,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2701,métres,mètres,mètre,mais quelque <err>métres</err> plus loin il tonba en panne,approximation,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2702,tonba,tomba,tomber,mais quelque métres plus loin il <err>tonba</err> en panne,phonétisation,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2703,voi,voit,voir,"il <err>voi</err> une fumé sortir de sa voiture,",conjugaison,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2704,fumé,fumée,fumée,"il voi une <err>fumé</err> sortir de sa voiture,",lettre muette,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2705,ducou,du coup,du coup,<err>ducou</err> il rentra chez lui en la pousant.,segmentation,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2706,,,,,lettre muette,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2707,pousant,poussant,poussant,ducou il rentra chez lui en la <err>pousant</err>.,approximation,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2708,sa soi,s'assoit,se;assoir,Une fois rentré il <err>sa soi</err> sur le canapé,apostrophe,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2709,,,,,segmentation,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2710,,,,,conjugaison,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2711,pui,puis,puis,<err>pui</err> lisa un livre et reposa les pied dans l’eau chaude.,lettre muette,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2712,lisa,lis,lire,pui <err>lisa</err> un livre et reposa les pied dans l’eau chaude.,conjugaison,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2713,pied,pieds,pied,pui lisa un livre et reposa les <err>pied</err> dans l’eau chaude.,accord,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2714,maleur,malheur,malheur,<err>maleur</err> il tombe en panne d’essence,lettre muette,texte26_f19_raw.txt,corpus2/Expression écrite dirigée
2715,,n',ne,il <err>[n']</err>a pas le choix il doit pousser sa voiture ,omission mot,texte26_f19_raw.txt,corpus2/Expression écrite dirigée
2716,véxer,vexé,vexé,<err>véxer</err> de ne pas avoir pus aller a la plage il se fait couler une bassine d’eau froide pour ces pied tout raplapla. ,phonétisation,texte26_f19_raw.txt,corpus2/Expression écrite dirigée
2717,,,,,accord,texte26_f19_raw.txt,corpus2/Expression écrite dirigée
2718,pus,pu,pouvoir,véxer de ne pas avoir <err>pus</err> aller a la plage il se fait couler une bassine d’eau froide pour ces pied tout raplapla. ,homophones,texte26_f19_raw.txt,corpus2/Expression écrite dirigée
2719,a,à,à,véxer de ne pas avoir pus aller <err>a</err> la plage il se fait couler une bassine d’eau froide pour ces pied tout raplapla. ,homophones,texte26_f19_raw.txt,corpus2/Expression écrite dirigée
2720,ces,ses,son,véxer de ne pas avoir pus aller a la plage il se fait couler une bassine d’eau froide pour <err>ces</err> pied tout raplapla. ,homophones,texte26_f19_raw.txt,corpus2/Expression écrite dirigée
2721,pied,pieds,pied,véxer de ne pas avoir pus aller a la plage il se fait couler une bassine d’eau froide pour ces <err>pied</err> tout raplapla. ,accord,texte26_f19_raw.txt,corpus2/Expression écrite dirigée
2722,raplapla,raplaplas,raplapla,véxer de ne pas avoir pus aller a la plage il se fait couler une bassine d’eau froide pour ces pied tout <err>raplapla</err>. ,accord,texte26_f19_raw.txt,corpus2/Expression écrite dirigée
2723,préparer,préparais,préparer,Je me <err>préparer</err>  ma valise pour partir en vacances.,approximation,texte27_f25_raw.txt,corpus2/Expression écrite dirigée
2724,,,,,conjugaison,texte27_f25_raw.txt,corpus2/Expression écrite dirigée
2725,sortie,sortis,sortir,"Je <err>sortie</err> de la voiture pour voir ce qui n’allait pas,",conjugaison,texte27_f25_raw.txt,corpus2/Expression écrite dirigée
2726,trouver,trouvais,trouver,je ne <err>trouver</err> pas la source du problème du coup je poussais la voiture jusqu'à chez moi.,approximation,texte27_f25_raw.txt,corpus2/Expression écrite dirigée
2727,,,,,conjugaison,texte27_f25_raw.txt,corpus2/Expression écrite dirigée
2728,appela,appelai,appeler,J’<err>appela</err> un réparateur pour qu’il vienne la récupérée.,conjugaison,texte27_f25_raw.txt,corpus2/Expression écrite dirigée
2729,récupérée,récupérer,récupérer,J’appela un réparateur pour qu’il vienne la <err>récupérée</err>.,accord,texte27_f25_raw.txt,corpus2/Expression écrite dirigée
2730,attendit,attendis,attendre,"J’<err>attendit</err> quelques minutes puis le réparateur arriva,",conjugaison,texte27_f25_raw.txt,corpus2/Expression écrite dirigée
2731,suivie,suivis,suivre,Je le <err>suivie</err> dans sa fourgonette,conjugaison,texte27_f25_raw.txt,corpus2/Expression écrite dirigée
2732,rentra,rentrai,rentrer,Puis je <err>rentra</err> chez moi énervée pour cette panne inhatendu.,conjugaison,texte27_f25_raw.txt,corpus2/Expression écrite dirigée
2733,inhatendu,inattendue,inattendu,Puis je rentra chez moi énervée pour cette panne <err>inhatendu</err>.,lettre muette,texte27_f25_raw.txt,corpus2/Expression écrite dirigée
2734,,,,,phonétisation,texte27_f25_raw.txt,corpus2/Expression écrite dirigée
2735,,,,,accord,texte27_f25_raw.txt,corpus2/Expression écrite dirigée
2736,reve,rêve,rêver,C’est une personne qui dort dans la voiture et qui <err>reve</err> qui soi a la plage,approximation,texte28_h23_raw.txt,corpus2/Expression écrite dirigée
2737,qui,qu'il,que;il,C’est une personne qui dort dans la voiture et qui reve <err>qui</err> soi a la plage,substitution mots,texte28_h23_raw.txt,corpus2/Expression écrite dirigée
2738,soi,est,être,C’est une personne qui dort dans la voiture et qui reve qui <err>soi</err> a la plage,substitution mots,texte28_h23_raw.txt,corpus2/Expression écrite dirigée
2739,a,à,à,C’est une personne qui dort dans la voiture et qui reve qui soi <err>a</err> la plage,homophones,texte28_h23_raw.txt,corpus2/Expression écrite dirigée
2740,la,là,là,et <err>la</err> je visite le peysage,homophones,texte28_h23_raw.txt,corpus2/Expression écrite dirigée
2741,peysage,paysage,paysage,et la je visite le <err>peysage</err>,approximation,texte28_h23_raw.txt,corpus2/Expression écrite dirigée
2742,moi,ma,mon,sauf que <err>moi</err> voiture et en panne,substitution mots,texte28_h23_raw.txt,corpus2/Expression écrite dirigée
2743,et ,est,être,sauf que moi voiture <err>et</err> en panne,homophones,texte28_h23_raw.txt,corpus2/Expression écrite dirigée
2744,doit,dois,devoir,je <err>doit</err> appeler un mecanitien,conjugaison,texte28_h23_raw.txt,corpus2/Expression écrite dirigée
2745,mecanitien,mécanicien,mécanicien,je doit appeler un <err>mecanitien</err>,approximation,texte28_h23_raw.txt,corpus2/Expression écrite dirigée
2746,,,,,phonétisation,texte28_h23_raw.txt,corpus2/Expression écrite dirigée
2747,capeau,capot,capot,bon je referme le <err>capeau</err>,phonétisation,texte28_h23_raw.txt,corpus2/Expression écrite dirigée
2748,,,,,lettre muette,texte28_h23_raw.txt,corpus2/Expression écrite dirigée
2749,idee,idée,idée,et me vider mes <err>idee</err> de la tete. ,approximation,texte28_h23_raw.txt,corpus2/Expression écrite dirigée
2750,tete,tête,tête,et me vider mes idee de la <err>tete</err>. ,approximation,texte28_h23_raw.txt,corpus2/Expression écrite dirigée
2751,prepare,prépare,préparer,"Un monsieur se <err>prepare</err> a partir en vacance,",approximation,texte29_h20_raw.txt,corpus2/Expression écrite dirigée
2752,a,à,à,"Un monsieur se prepare <err>a</err> partir en vacance,",homophones,texte29_h20_raw.txt,corpus2/Expression écrite dirigée
2753,vacance,vacances,vacances,"Un monsieur se prepare a partir en <err>vacance</err>,",accord,texte29_h20_raw.txt,corpus2/Expression écrite dirigée
2754,et ,est,être,il <err>et</err> énerve  a causse de la panne de sa voiture.,homophones,texte29_h20_raw.txt,corpus2/Expression écrite dirigée
2755,énerve,énervé,énervé,il et <err>énerve</err>  a causse de la panne de sa voiture.,approximation,texte29_h20_raw.txt,corpus2/Expression écrite dirigée
2756,a,à,à,il et énerve  <err>a</err> causse de la panne de sa voiture.,homophones,texte29_h20_raw.txt,corpus2/Expression écrite dirigée
2757,causse,cause,cause,il et énerve  a <err>causse</err> de la panne de sa voiture.,approximation,texte29_h20_raw.txt,corpus2/Expression écrite dirigée
2758,trempé,tremper,tremper,Il fait <err>trempé</err> ses pied dans une basine d eau. ,accord,texte29_h20_raw.txt,corpus2/Expression écrite dirigée
2759,pied,pieds,pied,Il fait trempé ses <err>pied</err> dans une basine d eau. ,accord,texte29_h20_raw.txt,corpus2/Expression écrite dirigée
2760,basine ,bassine,bassine,Il fait trempé ses pied dans une <err>basine</err> d eau. ,approximation,texte29_h20_raw.txt,corpus2/Expression écrite dirigée
2761,d,d',de,Il fait trempé ses pied dans une basine <err>d</err> eau. ,apostrophe,texte29_h20_raw.txt,corpus2/Expression écrite dirigée
2762,vaccances,vacances,vacances,le monsieur a pour projet de partir en <err>vaccances</err> .,approximation,texte3_h19_raw.txt,corpus2/Expression écrite dirigée
2763,demende,demande,demander,"il part avec sa voiture ,il se <err>demende</err> s il la pas oblier quel que chose .",phonétisation,texte3_h19_raw.txt,corpus2/Expression écrite dirigée
2764,s,s',se,"il part avec sa voiture ,il se demende <err>s</err> il la pas oblier quel que chose .",apostrophe,texte3_h19_raw.txt,corpus2/Expression écrite dirigée
2765,la,n'a,ne;avoir,"il part avec sa voiture ,il se demende s il <err>la</err> pas oblier quel que chose .",substitution,texte3_h19_raw.txt,corpus2/Expression écrite dirigée
2766,,,,,apostrophe,texte3_h19_raw.txt,corpus2/Expression écrite dirigée
2767,oblier,oublié,oublier,"il part avec sa voiture ,il se demende s il la pas <err>oblier</err> quel que chose .",omission,texte3_h19_raw.txt,corpus2/Expression écrite dirigée
2768,,,,,accord,texte3_h19_raw.txt,corpus2/Expression écrite dirigée
2769,quel que,quelque,quelque,"il part avec sa voiture ,il se demende s il la pas oblier <err>quel que</err> chose .",segmentation,texte3_h19_raw.txt,corpus2/Expression écrite dirigée
2770,eux,eu,avoir,"il a <err>eux</err> un accident de voiture,",conjugaison,texte3_h19_raw.txt,corpus2/Expression écrite dirigée
2771,apres ,après,après,et <err>apres</err> il  rentra chez lui ce metre les pieds dans un bain chaud.,approximation,texte3_h19_raw.txt,corpus2/Expression écrite dirigée
2772,ce,se,se,et apres il  rentra chez lui <err>ce</err> metre les pieds dans un bain chaud.,homophones,texte3_h19_raw.txt,corpus2/Expression écrite dirigée
2773,metre,mettre,mettre,et apres il  rentra chez lui ce <err>metre</err> les pieds dans un bain chaud.,phonétisation,texte3_h19_raw.txt,corpus2/Expression écrite dirigée
2774,prnd,prends,prendre,"je <err>prnd</err> ma voiture ,",omission,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2775,,,,,conjugaison,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2776,ce,se,se,mais mais que <err>ce</err> passe t il pourquoi s’arette t ell,homophones,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2777,t,-t-,,mais mais que ce passe <err>t</err> il pourquoi s’arette t ell,trait d'union,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2778,,,,,trait d'union,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2779,arette,arrête,arrêter,mais mais que ce passe t il pourquoi s’<err>arette</err> t ell,phonétisation,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2780,,,,,phonétisation,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2781,,,,,phonétisation,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2782,t,-t-,,mais mais que ce passe <err>t</err> il pourquoi s’arette t ell,trait d'union,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2783,,,,,trait d'union,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2784,bizare,bizarre,bizarre,<err>bizare</err> pourtant jai fait le plein avant de parir je vais voir tout cela ,phonétisation,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2785,jai,j'ai,je;avoir,bizare pourtant <err>jai</err> fait le plein avant de parir je vais voir tout cela ,apostrophe,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2786,parir,partir,partir,bizare pourtant jai fait le plein avant de <err>parir</err> je vais voir tout cela ,omission,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2787,dirrait,dirait,dire,bon ben on <err>dirrait</err> quelle a rendu l ame,phonétisation,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2788,quelle,qu'elle,que;elle,bon ben on dirrait <err>quelle</err> a rendu l ame,homophones,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2789,l,l',le,bon ben on dirrait quelle a rendu <err>l</err> ame,apostrophe,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2790,ame,âme,âme,bon ben on dirrait quelle a rendu l <err>ame</err>,phonétisation,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2791,vait,vais,aller,je <err>vait</err> devoir la pousser jusque a chez moi,conjugaison,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2792,jusque ,jusqu',jusque,je vait devoir la pousser <err>jusque</err> a chez moi,apostrophe,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2793,a,à,à,je vait devoir la pousser jusque <err>a</err> chez moi,homophones,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2794,tres,très,très,et en plus il fait froid et je suis encore <err>tres</err> loin de chez moi pfff,approximation,texte30_h20_raw.txt,corpus2/Expression écrite dirigée
2795,seisme,séisme,séisme,"un <err>seisme</err> a ravager la population,",approximation,texte31_h21_raw.txt,corpus2/Expression écrite dirigée
2796,ravager,ravagé,ravager,"un seisme a <err>ravager</err> la population,",conjugaison,texte31_h21_raw.txt,corpus2/Expression écrite dirigée
2797,seisme,séisme,séisme,ce <err>seisme</err> na pas etes aussi violent que le précedent,approximation,texte31_h21_raw.txt,corpus2/Expression écrite dirigée
2798,na ,n'a ,ne;avoir,ce seisme <err>na</err> pas etes aussi violent que le précedent,apostrophe,texte31_h21_raw.txt,corpus2/Expression écrite dirigée
2799,etes,été,être,ce seisme na pas <err>etes</err> aussi violent que le précedent,approximation,texte31_h21_raw.txt,corpus2/Expression écrite dirigée
2800,,,,,approximation,texte31_h21_raw.txt,corpus2/Expression écrite dirigée
2801,précedent,précédent,précédent,ce seisme na pas etes aussi violent que le <err>précedent</err>,approximation,texte31_h21_raw.txt,corpus2/Expression écrite dirigée
2802,blesser,blessés,blessé,mais a fait 8000 <err>blesser</err>,conjugaison,texte31_h21_raw.txt,corpus2/Expression écrite dirigée
2803,a,à,à," et <err>a</err> l’hopital de la ville il ya eu beaucoup de monde,",homophones,texte31_h21_raw.txt,corpus2/Expression écrite dirigée
2804,hopital,hôpital,hôpital," et a l’<err>hopital</err> de la ville il ya eu beaucoup de monde,",phonétisation,texte31_h21_raw.txt,corpus2/Expression écrite dirigée
2805,ya,y a,y;avoir," et a l’hopital de la ville il <err>ya</err> eu beaucoup de monde,",segmentation,texte31_h21_raw.txt,corpus2/Expression écrite dirigée
